ID_PERSONA|ID_EMPRESA|MONTO
39|6|3221
25|1|820
41|10|985
98|5|1419
89|10|3371
25|2|642
42|8|1469
90|3|2334
29|8|3886
48|6|1629
100|4|4147
49|6|3734
10|1|1523
72|1|2668
66|10|718
98|1|1032
33|1|2508
42|6|995
12|6|2893
14|6|215
64|8|3981
66|7|1813
82|7|3464
74|7|1960
48|2|2334
57|8|3084
85|5|250
22|9|372
32|8|1953
91|3|813
62|6|3111
50|8|2097
31|3|3107
71|7|3929
22|10|2583
30|10|1473
8|9|2306
80|9|2998
10|3|998
66|4|3486
75|9|4399
79|3|275
77|4|1943
61|8|3577
55|7|4450
70|1|1091
97|4|2443
59|9|3580
38|7|4344
96|9|3085
91|5|1307
100|10|3213
48|6|2876
98|8|2764
85|8|1856
41|7|4270
73|3|1207
27|1|526
74|5|4435
59|10|4066
36|2|1642
2|2|4106
59|1|2398
15|4|4463
4|1|3448
20|10|4005
46|5|1183
53|2|1773
35|1|2738
23|4|3679
85|3|2638
91|9|2023
63|4|2161
67|2|3585
18|10|4156
3|7|3201
64|6|531
60|3|996
93|10|1753
48|7|3422
46|6|3797
83|2|3989
12|7|3107
2|10|2307
36|4|972
26|1|1240
75|10|4469
96|9|3089
43|4|262
47|10|2071
86|7|1099
89|3|2317
85|8|1597
52|8|1540
3|8|829
35|8|2810
31|2|3604
18|5|3147
26|6|364
90|6|4222
63|2|997
36|8|2428
5|8|3716
85|5|3767
65|5|972
26|4|3821
39|9|869
92|10|1986
48|8|1039
77|2|2967
71|5|639
32|6|1428
63|4|3153
82|1|2746
48|9|3375
1|3|3854
93|6|4423
47|6|295
65|6|2991
35|9|454
40|3|2730
50|2|1746
2|8|1113
36|2|1438
34|7|1310
65|5|511
53|2|4449
27|2|1352
90|7|3250
47|8|951
89|10|999
45|9|1627
15|6|2626
69|9|2697
37|3|1844
61|4|3327
86|10|4305
48|1|2024
93|8|793
9|3|3143
48|3|1498
18|7|3069
24|2|2343
90|9|3370
85|6|2087
48|5|1361
75|2|3417
74|5|1600
7|2|2436
71|9|4186
87|7|2675
4|8|1742
94|9|2395
16|4|4430
71|5|310
64|1|480
83|1|2060
17|6|3189
67|1|892
49|6|3741
52|4|1369
20|1|2553
16|3|1871
86|4|743
57|7|3448
83|2|1220
23|10|965
90|4|1727
80|10|2202
9|9|2963
19|4|4470
60|5|1293
87|3|2283
1|3|4315
99|7|3300
66|1|2900
13|5|1321
91|2|834
77|2|2342
4|7|2249
98|8|4261
95|4|1184
68|7|4235
29|1|4329
37|3|1217
7|9|3897
22|9|2288
8|1|3071
12|9|3146
33|2|2162
58|1|4227
7|5|2622
44|6|3542
20|9|2020
38|8|1765
38|3|2498
23|3|2353
70|2|2360
99|8|1029
45|4|3083
25|10|4032
5|10|746
22|2|2192
60|4|1068
17|4|806
96|10|1342
28|7|2124
58|8|3148
63|1|589
84|8|551
68|9|1410
93|9|481
19|9|522
35|10|1437
70|7|4359
100|4|1468
38|7|1184
27|2|2321
94|10|632
70|6|4225
3|2|2228
96|9|1144
61|6|2275
13|3|2784
24|6|3386
2|10|2788
72|10|1285
70|3|3505
50|9|2481
95|8|4417
69|9|3632
48|9|3965
23|1|3163
85|2|3931
27|4|1742
33|10|968
10|2|728
96|9|3779
59|3|1002
58|3|658
81|7|2332
70|7|531
27|6|3206
95|7|1431
93|2|3511
70|5|4249
38|7|3698
52|2|3639
51|10|2156
63|1|1800
7|7|1484
69|3|3634
24|1|4433
61|6|852
96|5|993
61|7|1984
90|9|4403
32|10|2927
4|6|3097
37|8|4452
1|10|4385
5|3|524
56|9|3579
59|10|2012
67|9|1006
65|8|2718
45|7|1514
16|5|4130
58|3|674
11|7|4345
79|2|1711
79|7|4453
35|8|2742
94|5|370
7|10|1474
28|4|3361
91|2|2998
90|9|2045
22|4|2438
79|8|1125
8|3|4385
42|4|298
11|3|2818
24|1|3945
9|6|1872
4|10|3845
98|10|2585
24|1|3570
61|5|3087
80|4|2243
33|7|243
63|9|2511
72|7|3653
89|8|3206
85|5|2871
52|7|2234
22|9|622
93|7|2113
20|8|1405
25|10|878
94|10|3593
95|5|3235
34|1|3785
84|7|3375
42|4|1651
12|10|1259
41|5|624
62|6|2136
20|5|2002
84|7|1645
67|10|1458
29|1|4498
5|1|2275
60|10|1470
36|6|3749
92|5|1701
5|8|2843
22|8|1312
13|9|2526
3|3|1733
76|1|2848
82|3|1230
65|7|1617
1|2|1387
96|1|1484
8|9|306
31|7|3244
41|1|3582
47|7|3366
27|5|2325
57|1|4166
52|1|2235
71|3|474
11|10|1083
64|3|3199
65|6|4370
99|8|4419
10|9|381
49|7|2830
17|6|3034
72|3|1298
6|1|1910
84|3|2140
91|5|2435
74|3|2756
46|2|473
41|8|4152
10|3|1012
32|8|256
25|10|3341
10|5|549
23|6|1477
27|2|399
72|3|3081
83|1|565
3|5|3608
99|2|1442
27|6|201
93|6|1390
65|6|1653
80|7|4319
92|3|3026
49|10|316
75|1|967
72|5|1705
59|5|886
7|3|2792
39|1|3269
25|3|2610
50|9|1868
85|10|2530
45|9|1459
5|6|4343
53|7|967
27|3|2519
9|5|4315
34|10|2040
35|6|1744
22|10|3072
97|1|1224
4|2|1674
33|5|4104
10|3|3783
82|6|4251
16|3|3422
59|9|3752
11|8|378
53|5|608
94|9|759
50|4|3346
2|8|447
43|10|4381
89|10|2415
7|4|2706
78|7|3380
70|8|4098
20|1|1401
61|4|292
87|3|4288
67|9|1239
75|6|1070
96|9|454
92|5|4228
89|10|4107
92|6|3793
50|3|1814
65|7|4432
63|7|3669
51|8|4302
5|6|2611
84|4|1351
63|6|3038
61|8|549
66|5|1314
99|1|1733
14|4|4169
25|5|3959
25|9|2928
11|6|4450
3|4|3309
45|7|3042
26|9|2533
30|2|2455
7|10|2031
27|10|4290
60|3|788
34|6|1004
44|9|3505
46|6|3400
9|9|4064
44|10|2622
27|5|522
73|2|1679
25|10|2621
77|5|2068
26|5|4083
57|4|522
47|3|1525
59|7|3534
7|10|952
42|5|931
48|8|1378
9|5|3918
96|10|1882
22|10|3269
95|7|455
55|3|1975
98|3|1314
30|1|788
19|9|2322
49|9|4236
80|5|1957
24|4|2082
69|7|3947
36|4|1523
74|6|1712
92|10|3762
40|10|1596
99|5|740
67|7|1893
32|9|3091
45|10|3008
73|8|4201
25|7|2304
29|4|2150
51|4|389
75|7|991
77|10|2542
61|6|406
32|4|1572
52|1|3854
50|5|231
51|8|3982
25|2|4080
48|2|2787
83|9|4051
87|2|2396
82|2|3393
83|10|544
53|1|4410
79|7|4224
89|1|210
58|10|4407
27|3|697
82|8|4064
4|5|3458
92|2|3689
58|1|2587
81|8|4383
44|9|1937
73|10|2011
8|3|1665
29|1|3823
77|9|1632
29|8|335
83|2|243
55|8|895
81|3|3217
82|1|3270
12|7|1092
72|8|3654
61|5|601
2|1|4322
21|3|2893
23|10|272
82|6|1525
34|7|1319
99|5|1642
20|5|4236
51|10|3874
31|6|3340
46|1|3203
10|4|3635
82|1|1523
29|10|3831
76|3|4428
7|9|245
19|2|311
73|2|1768
34|8|3266
10|6|1976
9|3|4083
91|9|4071
41|4|815
17|7|1730
87|7|3652
45|7|4500
97|7|2896
33|9|3750
36|3|1087
28|9|1030
52|1|3315
66|9|267
65|2|4365
88|5|3995
87|9|3963
39|9|1980
94|4|1714
69|7|4408
77|10|1720
50|8|2838
92|6|288
66|5|985
25|3|3798
87|3|3005
98|6|4124
88|4|2356
20|8|2275
84|7|372
87|7|2877
16|8|869
59|2|3607
100|4|2516
43|5|2152
23|7|641
28|3|4400
73|3|878
61|10|289
68|9|3345
99|8|1151
19|3|1015
36|10|4236
91|9|3086
50|9|2074
55|7|748
38|9|2461
14|3|406
95|8|1989
72|2|2057
67|9|3026
87|3|1614
6|5|2769
36|8|1461
50|7|3998
1|8|3923
81|3|4283
52|6|265
70|3|3295
34|5|1613
47|2|4431
50|7|4070
2|3|4284
99|5|3869
20|4|253
16|4|3625
15|9|1882
24|4|1630
49|10|2019
100|5|1623
78|7|1687
2|3|2867
85|9|3845
89|3|1985
8|2|702
3|10|1757
34|1|582
22|1|2581
64|4|1890
78|3|697
57|5|1669
49|3|2455
78|7|2502
51|3|2611
73|4|3532
62|2|1494
73|2|4273
13|1|624
92|1|4032
99|9|1826
67|3|3643
36|2|1941
55|10|3703
33|4|3920
16|6|3373
22|2|255
62|9|905
16|1|3755
66|1|2114
15|1|4051
92|4|785
9|9|3032
61|8|331
59|6|1228
22|3|2971
81|3|613
6|5|2656
39|4|2538
40|2|543
53|8|4437
99|2|1586
84|7|2071
18|5|955
50|5|2152
86|8|1312
58|9|1762
49|2|2420
5|10|2891
18|3|1695
81|1|3242
18|10|1823
72|5|2991
31|6|4087
5|2|3170
84|5|3868
83|2|2115
76|10|3096
75|9|1645
40|9|1881
54|8|2401
25|4|1976
57|7|3674
83|6|298
97|2|3667
10|5|778
30|9|2820
36|5|3623
71|1|3469
90|8|3692
81|8|4117
24|1|1573
20|10|225
22|10|446
3|4|4291
62|7|2430
22|10|1176
35|7|4152
74|3|1667
86|3|2295
79|1|3570
23|1|2037
71|2|923
75|8|1241
85|5|2775
16|2|999
89|3|4375
26|8|3189
58|10|3141
53|2|1466
42|6|2445
38|10|1236
34|2|3561
74|7|954
1|7|856
35|2|3125
62|8|340
70|2|3631
85|3|2576
89|9|2666
100|4|460
17|10|2628
70|6|3565
54|8|1138
16|9|3659
46|2|529
1|9|928
46|10|1458
97|6|4359
90|1|1147
100|2|3675
51|2|4102
50|7|4230
72|1|4298
72|9|3088
91|2|931
15|3|1983
24|3|996
68|5|1035
14|8|2161
62|6|1947
23|7|343
33|7|2819
91|6|950
54|6|247
49|2|2159
69|8|1404
82|4|3602
69|1|596
22|3|2112
96|4|3432
10|5|1525
68|6|664
56|1|3773
27|9|719
31|6|1781
63|3|4062
84|6|2621
2|1|3329
62|1|1036
67|10|4459
74|7|3808
91|5|954
6|3|1660
32|1|3267
50|2|2575
84|10|3527
95|6|3832
72|6|3942
95|2|4184
99|4|1504
46|8|2214
52|10|2427
54|4|2720
81|6|946
58|2|498
45|5|959
10|1|647
28|8|1745
24|6|3559
15|8|571
53|3|1181
24|1|4364
77|4|2914
68|8|1622
7|5|2143
85|4|3562
51|5|503
6|9|438
82|3|4371
79|6|870
6|4|4428
4|3|2887
3|4|3886
73|1|2612
74|9|553
78|8|1627
27|3|1005
82|4|1596
35|4|1204
41|9|4225
4|1|1663
12|4|2812
32|7|1035
83|2|3742
84|2|2013
96|3|236
13|8|4368
16|9|1686
39|8|2669
82|7|1585
52|5|3019
93|8|639
39|2|1550
38|10|2438
92|9|4115
69|2|4056
41|9|4316
27|8|2152
43|10|856
84|8|2389
34|5|3149
27|6|4352
33|5|3575
37|5|832
97|2|4214
5|4|3082
57|1|4359
16|4|1475
73|1|1407
72|5|894
87|3|3761
52|5|1240
17|8|4022
11|6|2476
76|6|3007
37|6|2155
44|9|3721
70|8|3823
58|2|371
87|8|3385
94|4|537
26|1|2880
31|1|3008
56|2|3984
65|2|3379
43|8|1201
34|6|1616
65|2|1897
18|10|1368
22|1|889
38|1|3269
68|6|4240
1|8|798
96|5|1387
61|7|4292
68|8|952
54|2|2561
54|6|1469
91|6|3406
92|3|3269
40|6|2450
57|7|276
36|2|2849
38|2|3530
47|6|2724
48|10|983
26|9|1402
93|1|2352
89|1|4312
50|10|2972
50|5|4138
39|9|580
27|6|2602
86|6|2179
38|8|2683
72|8|3224
89|4|2099
29|9|1589
31|2|2811
69|7|4170
15|4|2925
53|10|4377
61|8|4438
97|9|2121
58|6|2266
50|2|748
23|6|1195
18|2|3215
7|6|1943
65|1|3465
21|6|1292
94|2|3861
90|10|1395
26|10|1919
74|10|3285
21|10|303
88|9|1522
61|4|770
18|10|928
57|5|2698
53|5|760
14|3|4310
99|4|1447
23|1|1668
100|1|2755
3|5|1336
88|2|2599
70|2|773
22|9|1911
47|9|1578
54|7|1965
50|1|2762
61|6|2088
80|6|540
4|3|2644
92|7|3008
47|7|1526
51|6|3828
54|2|3421
53|4|3974
43|10|267
42|10|1783
61|1|1261
71|8|3467
39|6|3968
60|3|3662
40|6|831
100|2|786
49|3|2958
64|2|2957
76|9|2752
79|8|3536
72|7|1397
12|9|1941
27|7|1842
29|2|793
100|2|2274
12|1|2046
44|8|2526
40|9|819
89|10|4219
86|8|569
66|6|2143
76|8|1032
50|7|3798
94|1|1878
95|8|1717
9|5|3658
58|10|4051
28|2|3932
99|9|3849
86|1|1122
22|2|3538
27|4|1160
62|4|4135
19|4|2387
47|7|3998
81|3|3499
73|2|4488
69|8|734
80|8|1612
52|2|3488
96|6|1017
56|1|3003
38|7|3416
50|10|2125
23|5|1944
67|4|1378
66|9|347
50|4|3560
1|5|3682
73|6|325
43|3|1537
23|10|4390
34|8|2387
92|6|363
80|7|270
20|1|844
67|1|1176
17|7|1633
32|4|3775
72|3|785
58|4|3957
60|9|2802
78|4|663
76|7|285
66|9|1380
30|3|3029
87|4|1738
86|1|1644
19|10|3470
22|9|4182
23|6|4437
14|3|1916
50|10|3917
36|10|3039
51|3|212
29|6|2003
9|4|2520
55|4|387
51|1|3337
11|7|822
28|3|1456
3|6|3370
10|4|2371
64|7|3875
77|5|3616
57|9|3570
78|1|2178
26|1|1484
21|10|4330
75|4|4124
39|9|593
72|4|1956
86|3|2226
65|3|3431
81|4|1535
47|2|1459
17|7|2190
99|9|2145
4|6|3577
83|10|2134
71|2|4226
81|5|317
78|2|3524
76|7|2654
28|2|3361
77|10|4491
5|3|1709
56|1|3805
32|10|3210
57|7|3853
79|3|1039
14|4|1080
9|9|1890
36|8|1280
4|10|833
95|10|3178
53|7|2573
13|7|2716
37|8|1227
90|8|1174
1|6|2557
61|7|885
91|8|2301
34|6|3356
80|1|3862
64|9|837
6|6|1921
34|5|3400
93|8|848
25|6|3979
30|3|2774
94|10|2118
83|8|425
10|9|1089
15|6|1144
66|6|4139
60|3|1500
26|1|3585
34|6|3047
42|9|4478
18|5|1961
13|3|652
79|9|1804
58|6|3555
93|9|1830
95|7|1122
73|9|849
44|9|1976
20|4|4448
84|5|2111
39|3|1515
57|4|3915
5|1|3593
93|7|2279
63|7|2693
91|9|1302
89|5|2616
54|2|3735
90|2|507
22|5|2170
28|1|2751
95|2|3185
10|8|3008
69|6|2736
58|4|3151
39|8|4461
74|1|2960
13|10|947
25|10|3408
22|1|4069
77|7|4454
5|10|1573
71|2|324
76|7|3995
25|4|3819
60|2|935
91|3|4052
39|6|917
30|2|4382
67|4|1392
94|3|2257
45|8|1047
57|9|1095
25|6|3500
12|5|3748
28|7|3990
83|7|4483
33|1|1120
3|7|3563
10|6|3689
64|8|2270
5|2|2476
81|4|2297
20|10|2274
22|8|3862
78|10|1653
9|9|339
55|6|2746
64|7|254
92|7|4051
86|3|3329
47|9|918
98|3|4042
35|1|2426
17|3|2799
66|5|4052
29|2|333
11|7|3830
54|8|3171
16|7|1768
8|7|2446
38|9|1744
93|9|1945
65|8|2427
91|8|232
88|6|1817
69|2|3691
69|1|3958
16|10|3199
31|7|3837
56|10|212
95|3|1520
2|9|3349
78|7|484
9|6|4321
29|6|2326
39|3|2507
63|4|1602
32|9|817
46|9|3156
61|7|3088
56|1|3245
84|9|3266
73|3|1744
99|8|3945
32|9|4372
54|8|2418
54|2|4259
26|5|2067
36|7|1598
19|1|1243
26|7|4321
12|10|1440
11|6|1060
83|6|662
89|7|617
86|2|4360
91|5|2912
87|8|1668
5|2|3320
47|8|698
20|1|3071
54|4|922
62|9|4454
14|2|3787
84|9|747
76|10|4354
89|6|1696
97|4|1287
88|3|3828
44|5|3448
43|7|4174
22|8|2623
4|1|368
1|5|4419
23|7|3872
3|6|2622
20|7|3626
93|4|385
85|6|298
21|7|3174
68|7|4225
62|1|470
82|4|4488
44|1|4376
16|2|2095
68|8|3263
12|3|1524
30|7|1851
29|6|1344
92|8|3958
75|1|1041
77|8|361
79|4|3543
49|5|3002
94|1|3882
59|1|3286
2|2|3300
16|5|2296
71|1|896
52|1|3716
14|10|2925
32|1|2085
31|1|853
53|6|3845
80|10|4301
92|8|729
32|4|3548
25|8|3875
14|9|643
96|3|787
46|8|3063
78|8|1695
40|3|4121
70|5|3843
5|2|4192
41|6|3643
9|8|1733
11|6|3186
51|10|1985
17|8|2619
8|9|1943
4|6|1744
50|3|3635
3|3|550
67|1|769
10|4|2929
36|7|389
80|2|3097
45|2|234
47|9|4381
10|5|1235
85|8|2609
77|3|4067
90|1|1914
21|6|3332
15|3|4023
44|5|1202
74|6|1809
78|5|1527
84|8|3125
27|7|1874
57|3|408
38|2|1948
12|10|3590
41|1|1871
78|7|1817
44|7|590
76|6|1378
82|8|1910
3|5|2398
35|9|382
100|6|4261
38|7|1913
94|1|383
86|6|2659
51|1|1811
39|1|4038
90|7|1250
46|7|538
74|5|346
5|10|1507
39|5|3099
87|1|4300
70|1|4216
22|7|4149
67|5|3761
28|10|2756
9|5|4370
82|9|1576
59|6|457
17|7|2230
9|6|3085
75|5|2960
23|6|3590
13|1|295
58|1|546
62|10|430
2|8|4176
19|5|1795
36|1|2821
79|2|3644
46|3|637
88|3|3170
96|4|4052
39|1|766
8|9|3749
27|3|4313
90|4|3848
3|10|4333
28|2|3521
27|8|2444
24|7|471
93|8|859
52|6|4428
37|3|3505
45|7|1864
41|4|3488
40|2|640
97|3|3535
19|5|4248
2|6|3617
94|4|3784
99|7|3746
93|7|3738
45|3|3889
8|8|2804
36|2|1520
42|9|2584
14|2|277
20|7|696
16|6|3260
39|3|4409
100|6|3849
67|5|3227
88|6|3880
27|3|618
40|1|4208
63|7|2993
75|9|2679
31|5|1317
9|7|3541
61|8|257
94|8|1208
65|1|2307
38|3|4312
76|10|545
51|5|1005
20|7|1409
66|9|2969
81|4|942
28|4|3209
31|4|320
90|1|4164
64|5|4326
10|3|1800
8|10|1791
38|3|2594
31|5|4314
26|7|2611
57|2|250
96|6|2545
84|8|3455
55|6|1049
95|9|4395
10|10|425
16|6|2737
96|1|4331
87|1|1591
63|7|1909
11|6|4083
1|9|1924
71|4|2001
68|8|4044
40|9|1070
20|3|3563
16|10|3732
20|10|3929
97|7|884
68|5|3897
68|9|538
4|8|2636
7|4|4463
20|5|3481
26|3|2263
29|8|2298
18|4|1111
54|6|1548
59|4|2925
84|9|2519
26|8|4351
82|4|2469
18|6|1288
20|5|894
96|2|3835
26|7|3386
76|10|962
7|2|2459
66|10|4420
56|7|2694
51|5|2631
76|2|2124
73|6|576
71|3|1786
79|1|728
33|4|4207
73|2|1845
61|5|1526
13|4|4287
48|3|1734
55|2|2738
25|8|4253
99|3|233
14|4|3197
24|5|311
39|8|3018
86|8|1097
78|1|1822
15|5|325
23|6|1682
9|5|1503
90|8|2354
3|9|635
59|6|2200
87|6|872
8|3|4167
11|10|3317
51|9|1306
71|7|3225
39|1|4247
99|9|748
89|9|2877
75|8|437
62|1|455
62|4|3812
94|2|2186
74|10|4497
53|10|1411
49|8|2314
15|3|3672
80|2|4125
95|4|3403
63|10|741
49|7|2972
14|1|333
68|6|640
77|10|906
88|7|3667
40|6|1467
66|4|3088
61|7|4170
68|4|3298
16|1|940
18|8|2578
86|2|1943
73|6|1690
83|3|327
89|10|460
19|5|4469
15|4|4256
3|3|2423
95|1|803
52|10|2910
92|3|1675
41|6|4431
40|4|1804
58|4|2993
53|7|1244
48|5|3395
80|7|2659
46|9|1846
16|8|2328
47|4|3892
8|1|295
19|7|4240
28|7|4341
41|4|1284
47|3|1858
80|5|2709
37|10|2542
93|7|3342
6|10|1473
100|7|1906
45|9|3334
45|10|2326
94|8|4103
79|5|2708
95|1|3890
18|9|3795
43|10|4314
91|8|4015
59|10|3334
20|6|625
5|6|630
14|3|1434
45|2|1516
47|7|3711
13|8|1106
41|7|1727
44|9|1544
90|1|661
6|3|3280
21|10|2831
51|10|772
61|10|3792
98|8|4288
42|6|1402
43|6|1636
28|2|4400
75|1|3918
72|9|3408
45|4|1762
99|2|909
48|9|3491
35|7|455
32|9|3470
90|9|2530
6|6|1785
96|3|4460
32|2|4014
34|2|1944
33|4|4352
25|9|2101
10|4|3111
68|5|2876
44|7|3781
71|5|4381
84|5|399
49|10|499
5|5|2428
30|7|1363
14|3|1182
14|5|3330
29|2|3387
77|2|4425
5|7|4353
42|3|4244
81|10|3808
99|9|3111
80|2|3506
10|5|2294
21|5|3211
5|3|3971
10|8|1298
17|4|3748
50|10|1072
1|5|2978
49|5|2723
98|4|475
37|8|2707
56|9|4114
5|6|261
6|10|4063
95|4|4480
87|8|3847
34|1|2599
55|3|3796
82|4|3570
84|3|2323
21|6|2680
59|2|282
77|9|2253
59|3|3289
48|3|2946
53|1|2359
1|10|3384
48|1|3350
96|4|293
62|3|1101
39|7|1278
59|2|687
30|2|3967
62|2|1120
24|6|2479
25|2|1452
13|2|4105
89|3|4377
53|2|1778
5|9|2242
32|10|4180
42|5|1434
83|1|396
1|1|712
74|6|3231
51|3|2289
44|4|2150
23|7|4441
4|3|2034
10|9|2175
39|1|3953
64|8|3910
82|10|786
71|3|3512
27|6|4496
50|7|782
66|10|4158
36|8|1776
85|7|3498
97|1|3715
34|2|1522
83|10|1891
44|3|1164
13|5|1089
78|7|204
30|5|801
88|4|582
52|10|3972
4|1|3266
80|3|2964
65|5|902
46|5|2267
80|4|3372
94|3|2864
30|3|1646
18|3|1097
41|3|4218
63|10|640
34|2|993
35|8|1312
52|3|3379
39|4|4492
21|8|561
82|3|1665
77|7|1545
90|7|526
77|1|282
94|1|881
94|8|2621
63|10|4446
90|4|2588
59|7|1674
82|1|1980
89|5|3765
81|1|4456
37|8|450
6|10|1238
54|6|2453
65|3|2492
82|7|3896
31|5|3471
89|3|1724
56|5|3724
63|8|1103
65|8|2951
46|7|4350
2|2|1509
17|1|2320
64|9|2261
30|9|1075
7|2|1388
15|3|2346
47|10|2809
33|7|2947
13|2|3935
31|5|1681
59|3|3248
62|4|2736
8|5|333
89|9|1337
14|10|3622
49|7|2042
79|5|4246
86|1|3639
24|4|3977
53|1|1103
85|6|3868
21|9|930
43|3|4266
32|2|4401
12|3|4473
19|3|1953
70|1|629
97|7|1168
36|2|1621
49|7|3795
42|5|1633
40|3|1613
36|7|3217
42|2|1813
66|8|2190
18|5|1432
93|9|1844
26|2|2475
27|7|3689
77|7|3432
45|5|4278
19|3|1363
37|3|1266
10|5|3333
64|2|2396
14|6|3936
61|3|1595
28|9|298
2|7|586
47|6|1459
10|6|1989
9|3|3138
63|4|1172
35|8|3228
9|5|1682
71|10|4263
76|3|2484
32|8|1144
55|3|3260
94|6|2792
50|3|3693
80|3|2433
59|5|3075
10|2|4257
40|1|232
84|1|726
38|10|3880
10|7|2404
70|6|3499
9|5|3379
50|1|4024
78|7|2739
74|7|2807
19|8|3501
23|7|4336
94|8|3127
60|3|3665
43|1|3987
70|4|611
74|10|1374
58|9|1858
90|8|347
27|3|3872
53|5|2128
49|7|4155
42|9|3206
21|5|3751
9|10|3344
92|6|1622
58|2|1559
55|10|521
93|2|2545
54|8|3998
84|9|2362
36|5|451
77|2|639
48|4|2435
4|2|1067
38|2|1990
15|5|1737
68|8|2073
54|1|4111
35|6|1958
24|2|2376
75|4|2079
30|9|1330
68|6|1558
61|1|2807
48|7|1594
44|6|3627
69|9|614
91|6|241
14|5|3165
61|9|3466
48|9|955
35|7|2714
25|3|988
13|10|3209
76|1|1320
96|1|1218
79|8|970
34|9|379
86|4|872
85|2|4343
75|5|1787
68|7|1181
86|9|824
71|1|726
58|2|2672
13|3|3479
51|7|4353
76|10|470
65|7|1645
56|8|240
34|5|313
8|2|1727
35|2|1312
78|4|1847
68|10|1078
21|3|4044
37|3|1963
32|4|4133
77|8|2547
39|4|664
31|6|3179
41|5|1257
88|5|1306
8|7|2606
64|9|2327
12|5|3394
70|5|3701
42|2|614
27|4|2830
28|10|2175
32|7|593
97|8|3742
61|3|2207
60|9|3141
62|9|3846
27|8|2191
3|2|2546
71|4|3241
55|1|3520
44|8|2574
23|9|2205
28|1|4389
47|9|1965
13|3|3040
74|10|1748
45|5|4321
20|3|1457
11|10|389
73|9|577
100|6|275
86|4|775
77|6|432
46|2|3452
18|4|907
12|2|1156
32|3|1742
8|5|4184
84|2|2556
93|8|2194
73|10|2269
50|4|1538
30|4|3921
59|3|2157
77|8|1210
33|4|322
74|1|812
25|2|2219
52|10|2104
71|8|3799
65|1|1856
49|10|2895
99|5|1670
33|8|4119
49|10|4324
59|2|3153
2|6|1620
23|8|1509
7|10|3751
34|2|703
16|1|348
34|6|2838
27|8|3490
61|2|883
42|1|577
96|4|874
33|7|1159
58|7|1532
75|9|3097
50|10|3951
23|3|3370
61|8|2947
37|7|3527
53|9|2443
38|8|2392
41|1|3153
72|5|1556
51|8|775
6|2|3253
39|6|2898
66|5|1410
78|9|822
96|2|3420
92|3|1830
96|7|3108
94|8|1904
90|1|2059
16|5|3579
29|4|2924
71|1|2821
25|7|744
36|7|3046
88|2|1639
88|4|1199
96|1|1576
28|7|3302
33|10|4097
33|9|4225
5|5|1994
69|4|3654
25|1|3830
29|1|1757
56|1|4150
75|3|956
59|9|976
74|6|4376
49|7|2331
