ID_PERSONA|ID_EMPRESA|MONTO
63|5|974
62|7|1101
36|4|1582
97|10|1922
1|10|1954
94|8|870
65|3|4113
2|9|3328
28|1|4167
58|2|850
7|1|1212
78|7|1996
86|7|3926
80|4|1559
21|7|4219
81|1|825
88|4|4058
48|5|3612
33|4|382
66|5|2422
53|7|3426
80|9|3852
100|6|3471
25|6|3384
37|9|4154
23|6|2447
95|3|3968
24|9|950
32|1|1236
36|9|878
12|6|1392
41|1|3844
1|2|1287
58|5|829
24|10|4139
64|4|3297
5|2|1309
29|7|493
82|5|3571
55|6|3775
5|7|1332
33|8|2783
89|6|3147
19|5|4053
51|10|2621
20|3|1563
74|3|1107
78|5|1862
86|1|3447
61|5|3367
68|6|1294
10|8|2493
100|9|211
26|10|1412
85|8|3011
46|10|2326
56|3|2575
17|3|330
66|9|3756
81|2|3638
14|8|1488
40|10|758
13|8|2053
37|3|2747
60|10|1701
54|8|2111
16|6|3481
54|1|1788
100|2|2437
14|8|4041
38|4|3395
57|5|294
22|1|1724
38|2|2034
39|6|1716
20|2|376
93|1|241
79|5|661
84|9|1239
30|1|3441
43|2|3482
70|8|4162
8|5|3369
13|7|973
60|3|1760
47|10|1380
11|2|1232
7|3|1779
52|2|3256
58|10|1623
65|10|1508
42|10|3694
42|5|743
1|5|1439
95|5|650
87|6|2235
33|5|2276
26|5|3096
57|2|3650
80|9|1680
71|3|1744
7|10|4348
99|10|1787
19|2|728
48|10|648
77|4|1399
64|9|1660
33|9|654
25|8|597
42|10|544
66|10|2061
95|6|3870
83|4|3562
76|8|1676
49|7|4446
50|5|4322
10|10|543
36|4|647
27|3|3125
64|5|4421
31|10|1171
88|9|3242
75|4|4048
86|8|2833
50|9|1651
55|8|862
59|1|4091
35|3|4467
9|8|512
8|9|3208
91|4|3305
93|4|3350
25|1|2518
94|2|2614
46|4|3379
73|5|3210
3|9|1060
57|3|804
4|4|286
28|3|4360
5|6|4344
90|1|2770
87|2|2873
96|3|1548
92|5|3087
96|4|2855
93|1|1186
5|9|4208
43|2|3162
38|9|3829
98|2|3743
15|3|4171
92|2|2680
11|6|600
36|4|3729
64|5|3645
7|8|1748
26|1|442
55|1|424
10|5|3877
44|3|1296
90|2|3580
28|5|2514
30|4|2477
39|5|1141
2|2|3924
57|8|1774
38|6|2127
3|5|2327
78|4|797
43|6|1806
50|7|243
32|8|4008
87|8|3754
46|5|1557
99|5|2168
75|10|581
78|7|646
58|8|1915
30|9|1716
82|6|3255
8|10|1649
53|6|2832
6|3|3572
51|9|1270
99|5|763
87|6|2316
26|3|2043
19|5|1194
40|1|512
74|1|3011
75|10|1156
71|3|3309
93|9|4481
46|10|750
44|8|831
78|9|2236
50|5|1170
21|2|3377
43|7|1157
3|8|3284
98|7|4210
100|4|2608
80|3|1525
48|9|3155
76|9|2138
55|2|3840
100|8|2942
70|9|1386
98|5|1361
3|3|1165
36|5|3928
49|3|224
85|8|3248
23|6|753
69|7|2678
52|9|2302
97|6|1743
22|10|3563
62|5|543
49|1|3437
44|4|2480
98|6|1921
13|2|2821
30|4|3002
56|10|903
32|5|3503
29|6|1105
92|7|1241
94|2|1860
8|8|459
52|5|514
38|5|4242
45|6|3716
72|9|510
47|9|1408
58|3|1967
19|10|2372
21|3|3726
66|2|1194
55|3|3243
5|7|4084
90|1|2945
94|4|3979
54|8|4402
18|3|1893
8|4|2021
75|8|1443
49|6|2083
7|8|3955
32|10|2686
72|3|482
73|9|2205
66|6|578
39|6|3327
64|1|2604
66|10|1925
48|2|2982
20|10|908
97|4|2086
54|7|3310
13|10|1105
7|7|1138
92|2|4394
70|1|888
37|10|2677
25|10|2564
90|8|2939
11|2|4389
12|9|1734
51|3|913
8|1|3472
29|4|910
46|4|1039
87|9|3354
61|3|1557
92|2|995
29|3|1232
2|3|2246
40|7|518
83|5|977
100|1|4157
39|5|1442
93|10|3154
93|1|2366
76|1|2304
34|4|3717
47|4|1939
71|5|3463
29|4|676
48|10|4085
4|1|3720
35|3|2842
73|9|1094
91|9|1281
81|2|3862
46|9|597
1|8|249
19|9|3950
11|6|3878
79|3|1489
64|7|1290
79|4|1891
10|9|3497
37|10|374
49|7|2275
43|1|2668
47|5|2970
72|5|1970
91|4|810
66|8|2251
2|3|3694
46|10|331
29|3|3059
77|4|2535
60|2|732
60|3|3658
35|2|2693
88|6|1275
67|4|737
19|7|2974
94|6|3317
60|7|3698
41|6|1831
62|2|2322
5|4|2287
93|1|1194
70|10|1672
68|2|301
79|2|2107
63|1|2089
17|7|1725
75|2|2631
98|7|4447
14|10|1272
67|3|1892
7|9|1654
22|5|920
78|8|2324
37|8|4228
85|5|405
70|10|1327
32|7|4014
62|1|3173
49|3|4415
62|8|3438
27|7|4453
7|6|1950
15|5|464
94|2|4211
53|1|2204
74|7|1069
90|6|1561
31|10|2783
100|2|1970
76|6|2809
19|1|2199
74|5|1757
90|8|4136
89|2|3051
26|1|1817
1|4|1738
26|8|2354
12|8|1109
28|1|2026
39|8|2174
65|8|1166
99|1|2055
92|4|238
19|5|1692
69|8|3604
86|9|1697
2|3|2066
76|4|1290
51|5|233
12|1|3682
84|1|1055
27|8|1006
40|10|3207
67|2|1402
40|8|375
15|5|2966
85|8|1943
9|8|2629
19|2|3653
19|1|1159
60|3|1937
25|3|1212
31|1|465
83|2|4306
22|7|1161
70|6|2429
12|1|1508
4|2|2112
91|7|4372
58|1|504
40|6|2600
90|2|1516
59|7|3674
37|6|949
13|3|2077
44|9|1048
56|4|3879
84|3|1187
57|1|3171
1|10|1756
72|9|4455
69|2|1396
67|3|2196
22|3|1640
5|2|703
77|2|2886
92|6|1047
4|6|3654
1|3|2454
28|3|1446
34|6|3765
59|10|1435
32|6|1243
33|4|1161
51|1|327
33|6|1096
43|9|2405
21|8|1178
6|4|3744
81|8|1674
46|9|4455
69|6|2342
72|10|2933
4|4|4429
26|7|3694
58|7|3063
19|1|969
95|10|398
96|3|2619
1|1|1505
19|1|1904
71|6|1271
72|7|1507
10|8|818
25|1|1299
45|8|1869
9|6|637
63|10|579
31|2|1652
72|4|3124
98|6|1912
62|1|3433
58|6|4032
34|8|564
15|10|3394
40|4|1400
53|3|2556
47|3|3240
40|8|750
28|6|3895
12|4|1566
93|3|2199
17|1|1273
43|6|4137
69|5|1914
66|3|864
73|6|1131
59|7|951
41|3|3035
10|1|807
65|5|3787
24|8|2406
4|3|2033
13|3|2687
45|2|1853
44|7|3612
35|10|3423
46|1|4347
30|8|2433
42|7|2803
63|1|3909
35|7|711
92|4|1906
39|2|223
53|1|811
39|6|1128
95|6|3320
89|2|3010
41|4|1944
30|10|1884
99|9|721
1|6|4052
51|7|2281
34|4|914
97|10|810
54|1|4401
73|1|3209
33|9|1488
86|9|1977
85|7|1211
11|7|1277
97|10|2126
61|10|1514
76|8|1642
36|1|3521
51|3|2433
9|4|1578
81|9|3792
96|1|4470
46|1|267
91|4|700
12|2|4421
82|9|4353
11|10|3927
9|6|2913
65|9|1574
6|10|1460
66|8|4306
96|9|2462
12|10|1968
9|2|4303
39|5|596
16|10|1535
32|8|3402
89|9|3290
24|4|3880
95|1|2956
75|10|1882
12|3|647
98|9|1167
95|9|3921
92|1|2913
86|6|3297
44|10|803
99|3|4297
35|4|2452
83|4|3060
65|2|1844
25|8|2833
7|5|651
78|10|4298
36|9|4254
88|3|2867
6|1|2346
2|7|3604
29|2|2462
98|4|761
19|7|720
86|3|2965
72|7|1592
94|10|613
61|1|3498
76|6|2291
3|6|2740
63|10|491
34|6|986
54|7|534
94|6|248
92|4|3006
20|1|2644
62|6|1099
32|2|888
51|4|221
100|6|2252
15|3|717
87|9|4482
20|5|2166
88|4|1546
33|2|790
66|10|3028
34|3|4068
100|2|1121
70|4|2494
56|4|2890
88|2|1874
26|5|960
4|9|3959
79|9|3286
5|3|4007
97|6|2648
95|8|4356
48|4|2114
64|3|2889
70|5|665
22|4|2772
1|6|4413
35|1|1063
80|8|2997
16|9|4414
20|1|3042
3|1|2442
43|1|3041
17|10|3625
54|5|1647
14|1|4128
28|10|3132
70|1|3797
68|10|3610
85|8|2710
63|10|3430
97|7|1795
56|3|725
33|8|1959
57|4|1540
11|6|4130
30|8|2834
37|8|3762
94|8|2138
38|6|2271
82|3|2683
81|1|2269
8|3|1678
21|10|2930
28|1|3590
85|7|3603
90|9|3484
8|5|872
2|7|799
9|1|2320
29|8|3661
23|6|2209
73|7|4393
25|4|1834
45|4|2264
5|4|3100
30|6|280
16|9|2240
45|6|1460
8|7|973
14|1|3954
55|4|3171
77|6|3193
35|10|1489
97|2|568
63|1|1743
3|6|4397
15|4|1150
17|7|2107
16|10|2984
76|10|3689
75|2|4337
18|2|4428
63|3|515
11|1|2069
25|4|531
79|7|4431
17|4|2086
53|10|1268
12|4|3481
64|3|2793
87|8|1280
33|1|2835
99|10|1339
5|9|2768
80|6|1588
31|2|1424
69|6|3518
3|2|4398
14|5|2393
19|7|4170
12|6|1369
74|5|3875
59|8|2653
30|2|847
28|8|4417
3|1|3370
83|4|463
68|9|4006
99|10|1892
7|5|1982
68|2|2622
60|3|2955
89|3|413
34|1|2356
72|9|2482
43|9|476
2|4|426
40|7|3238
59|3|503
78|6|3303
64|4|2656
51|4|1884
38|9|2649
62|2|784
29|4|3490
42|1|2252
61|1|1900
85|5|857
98|3|4332
49|9|2630
52|10|4398
79|3|2402
96|8|2990
74|2|2883
53|8|2942
6|3|4206
60|6|681
43|7|3965
55|1|821
74|1|936
69|7|4107
75|10|2463
68|10|1875
40|3|352
40|4|3890
96|9|4154
57|9|2974
100|1|1596
25|8|1046
6|4|3095
83|9|776
36|9|3277
2|2|1546
90|3|3667
92|5|3392
55|1|3165
58|3|1183
39|1|308
1|8|1331
4|10|1572
89|2|1709
73|5|2635
19|9|1315
88|4|1398
63|7|282
53|8|929
24|9|542
18|8|2947
72|4|2814
86|9|4335
1|3|1912
96|3|2837
55|9|2763
9|10|1450
32|9|1945
47|10|828
95|9|2590
11|9|4431
3|7|3231
34|3|1743
11|10|221
55|6|3338
83|2|1085
51|5|3589
54|8|4009
70|4|3899
23|4|2757
7|7|802
4|1|1856
53|1|1153
85|4|3511
62|10|3635
29|9|2439
59|9|3356
70|3|3937
68|3|744
37|3|1671
2|3|3520
56|8|1949
35|4|404
62|10|1321
26|6|2705
58|8|606
82|10|2229
77|7|1138
21|2|1125
88|8|975
24|7|3060
24|8|873
52|8|3357
28|2|4451
62|3|312
39|9|3897
67|5|2468
12|7|1269
37|3|3653
68|3|2981
39|9|3342
40|4|2047
47|8|1758
15|2|2689
57|5|4342
4|10|2011
4|1|3545
52|7|2306
33|4|1349
7|5|2071
35|8|539
67|2|3391
21|10|828
93|6|1928
5|6|1424
53|1|3753
54|9|3101
17|6|2262
39|4|830
12|5|1682
41|2|2745
23|6|3889
23|7|2485
10|1|1102
99|6|1715
34|3|3806
25|2|2498
79|7|283
66|4|3126
74|1|3265
7|2|3208
41|6|3763
46|8|585
57|5|2266
17|4|850
20|1|725
1|4|373
78|9|3237
78|7|364
79|6|635
23|6|920
18|7|648
28|2|4472
30|2|2305
90|8|3160
72|3|4205
28|7|996
53|2|997
1|10|724
82|2|3745
54|3|463
37|7|1403
24|6|902
74|6|3082
76|10|791
84|8|1762
66|5|3746
10|8|4179
25|5|3525
11|1|2544
93|6|439
40|4|1372
89|4|2374
87|2|1584
47|5|912
80|7|2127
13|4|2202
59|4|2641
78|9|2782
2|9|4392
29|4|3762
54|1|751
98|3|1370
43|6|3752
53|4|4358
9|2|4470
9|4|2218
40|5|1045
69|10|3291
8|2|2455
59|4|2152
53|9|314
87|3|1618
10|4|2706
13|9|2302
95|3|3618
24|6|3279
47|8|1574
95|2|800
92|1|3490
91|7|3964
62|6|2833
93|1|1194
11|9|896
95|5|533
97|9|4217
73|9|1115
15|8|1659
16|2|4435
27|7|445
59|3|1283
78|10|2571
49|4|3344
2|9|4237
55|7|3690
48|7|4384
46|9|3997
71|10|3292
2|5|2803
1|7|1835
68|1|940
66|10|4267
22|2|544
8|7|4302
91|2|2909
46|7|2728
24|3|207
8|10|3992
32|2|1680
11|10|4013
100|4|1364
9|6|4187
24|9|2775
39|2|838
51|1|3518
7|6|856
12|2|2255
25|10|3362
67|7|2012
11|9|2284
69|2|1415
55|1|4451
5|6|2844
43|9|793
40|4|4188
23|2|1209
12|2|3453
66|7|333
60|6|3125
52|9|1137
33|4|774
55|6|2847
1|9|2136
87|10|3649
34|9|930
85|2|2302
70|4|494
80|8|3073
29|6|1628
85|6|1521
79|9|2408
48|1|2093
69|7|325
37|7|1911
67|4|3045
45|9|3329
87|6|1250
52|10|4431
57|2|1539
5|1|2824
93|7|2072
98|10|459
16|5|1947
50|4|3376
43|7|879
22|5|1544
6|4|3308
88|8|1565
33|5|555
54|7|4342
8|2|4402
67|8|2317
14|5|2299
82|1|1331
28|7|617
7|4|3378
21|3|3947
100|5|1864
24|8|2870
56|7|4210
8|8|2896
19|4|581
49|3|2490
42|7|2473
51|5|3908
73|8|4229
52|6|2789
72|1|2279
61|9|2342
35|10|4493
38|4|3290
34|8|3911
7|2|1486
96|10|4353
51|9|2656
4|5|2375
72|1|1787
20|10|411
40|5|2535
79|1|2745
10|10|682
51|7|1819
66|9|1016
87|5|3128
37|6|2737
35|4|3980
35|6|4291
32|9|3584
23|7|2500
85|4|1381
43|8|3452
18|7|3071
70|7|2449
82|1|2447
42|2|1540
7|3|3977
39|3|3026
53|7|2534
30|8|497
37|4|2591
19|5|1589
50|3|2183
80|5|2994
86|7|957
92|7|1742
88|10|2503
22|6|1218
30|5|3712
69|9|2711
77|6|980
45|8|4415
84|3|585
8|9|2570
44|10|2006
78|7|1051
10|6|837
25|10|3058
27|5|4267
62|4|2966
25|1|552
21|3|881
70|7|1805
97|7|319
23|7|3398
75|6|3493
50|6|491
47|1|2008
20|9|378
95|1|3197
76|1|652
1|4|2880
58|9|854
74|5|1900
40|4|1715
16|10|3597
69|3|2311
39|3|2004
40|2|941
29|3|4180
64|6|2182
76|9|1276
83|5|3613
75|9|2323
51|6|2233
61|2|3057
19|6|2542
21|5|1982
46|1|4061
46|9|2245
2|8|1897
10|2|3124
94|9|1759
66|2|3165
85|6|1455
9|3|2313
91|9|2819
6|9|1723
34|8|1983
47|5|1648
52|8|4402
9|7|1701
62|9|4441
7|6|3989
41|6|3268
31|9|1170
47|9|870
3|5|3567
63|1|900
1|6|2534
69|9|235
65|5|1422
54|7|1334
57|2|448
70|7|2173
3|8|526
18|3|2141
48|6|279
12|8|2857
7|4|2303
81|5|3608
86|4|827
73|8|477
16|7|1870
70|9|4375
44|5|3899
50|8|1079
32|7|2030
63|6|3811
91|5|730
13|9|1249
4|10|3207
17|6|864
12|7|892
97|7|2813
58|4|1392
83|3|3575
96|7|2491
68|9|646
93|5|4043
21|3|3685
60|8|649
56|7|3222
58|5|1787
61|2|3648
85|7|4335
30|8|2833
13|1|1252
41|7|947
47|9|1891
9|6|1394
32|9|4053
49|5|1311
92|5|2899
7|9|633
62|7|1864
69|9|827
58|10|3128
17|3|2003
50|2|323
11|1|4129
8|3|4186
76|9|3323
73|7|2289
78|5|3876
97|3|432
31|8|1329
31|4|531
26|1|3034
4|3|3424
77|1|2832
69|4|3028
28|6|3860
2|7|1995
9|2|3219
37|3|4337
76|7|1360
8|10|3097
9|4|991
84|4|2138
58|2|728
53|6|2716
5|9|2372
26|3|466
62|3|3188
89|1|3025
61|5|2071
60|5|4384
1|6|1202
71|3|435
48|9|359
49|1|2241
40|9|765
68|2|4245
29|3|4218
80|1|2391
81|9|2115
35|4|3780
100|8|3309
32|5|1900
59|2|2314
65|4|4214
66|4|3517
98|8|2090
43|4|2803
48|8|2872
54|4|1416
83|10|1774
61|3|3775
16|2|3012
91|9|3411
16|3|522
55|10|1288
51|8|857
99|4|707
30|7|4455
77|2|780
95|6|979
42|1|2458
24|1|2079
83|1|2002
89|8|3935
12|4|3863
52|8|2750
31|8|4023
12|1|4121
72|8|1380
60|7|4306
69|1|2896
33|3|1809
97|3|3770
59|3|1569
71|10|1286
9|7|2447
90|1|1142
31|3|4444
74|8|1160
71|5|4216
75|2|1749
6|9|700
73|10|3213
63|7|3305
10|8|715
30|5|1876
45|5|696
89|8|929
54|2|903
17|10|1388
43|2|2602
74|5|2860
74|1|2903
51|5|1241
36|4|676
65|4|1965
60|8|2724
11|9|3019
86|3|3812
5|1|438
59|9|2130
47|1|4382
97|9|1006
22|8|3309
1|3|691
82|2|1782
71|6|425
19|8|3942
87|4|3897
98|4|4473
24|5|2763
43|3|2994
48|8|2759
31|7|1954
48|6|935
44|4|3368
24|4|1187
33|5|2689
21|10|3333
31|3|1932
62|5|321
25|8|386
46|6|1943
65|4|3277
73|3|3134
9|10|2549
56|6|2596
91|5|1555
53|6|4387
34|1|915
76|10|4401
23|4|1655
93|1|4025
100|10|4185
8|7|468
7|4|1775
88|10|326
40|7|924
82|3|490
55|9|2064
43|3|1253
56|7|3354
45|6|3136
31|2|2762
74|9|1760
86|7|1579
4|4|2435
90|8|1670
16|3|1522
33|3|1573
18|8|2939
46|6|386
54|8|2665
24|9|1760
79|9|3892
21|8|217
48|6|1554
81|8|3508
41|7|454
94|6|2402
2|6|3392
95|10|1926
4|8|3081
44|2|2347
81|8|4147
37|10|3109
17|9|663
87|8|1521
40|1|2500
97|2|3126
15|5|1995
14|9|3279
54|8|1760
100|1|4472
69|1|1591
22|2|4490
9|4|4480
72|1|371
23|7|1852
70|2|3417
14|9|3797
26|5|3096
42|1|1120
24|6|4218
1|3|3917
86|3|3166
51|5|226
5|8|1675
20|3|3682
14|5|3912
59|5|3461
87|4|3326
50|2|1869
23|3|3066
61|5|1619
65|9|3163
82|8|4311
81|3|4358
40|7|856
62|7|3436
28|4|3721
36|8|2047
56|5|3447
17|8|2693
28|10|4483
8|10|4222
8|8|3921
75|1|2493
69|4|2113
22|2|2397
10|9|616
64|3|2868
24|6|3467
58|5|1953
16|2|3675
73|6|3376
74|9|4384
41|4|1349
24|5|1663
25|9|2361
93|4|2109
76|7|3924
23|8|3860
81|2|3569
95|9|749
41|2|1394
87|8|3091
40|6|3913
5|7|4399
55|1|3776
91|5|590
69|8|3415
54|6|3651
90|4|1091
1|1|3931
52|3|768
21|7|1794
68|1|2895
10|6|3023
66|3|239
88|2|2233
10|5|2766
75|5|3732
2|7|2454
64|10|3861
58|8|975
28|3|2876
99|5|955
92|9|518
18|10|1472
10|1|965
82|1|4189
85|4|710
46|5|794
64|5|3350
31|3|4061
58|5|318
86|2|2301
34|1|4343
30|6|1971
48|9|268
15|7|367
42|7|3771
61|2|2829
12|9|2817
41|1|1502
84|10|621
11|3|2747
47|1|214
91|8|2355
57|10|1876
6|8|2541
49|10|1924
96|3|502
13|2|3579
18|3|4238
98|8|1665
71|5|4401
39|8|1944
76|3|3480
3|7|605
98|8|832
81|8|3452
2|5|2239
63|8|2188
60|10|2029
52|2|1713
92|3|4120
100|5|3593
16|10|2777
56|5|440
6|7|2148
41|2|2522
87|5|2684
84|7|354
70|2|861
69|10|1512
93|2|1591
97|9|996
30|4|2044
67|10|691
44|9|3381
95|4|2985
72|6|2677
37|3|3551
42|1|2695
6|3|244
45|1|4113
10|8|2066
27|1|4498
5|1|1216
8|3|831
90|4|4131
83|1|3791
38|2|2474
78|7|2708
39|10|3050
98|6|4367
81|8|3012
6|6|4007
48|9|3177
75|10|459
47|8|938
66|2|3204
97|5|939
94|5|3541
11|4|1313
72|9|3589
97|10|360
39|6|3915
65|10|2484
2|3|597
8|4|400
57|9|2251
33|6|1044
19|8|822
47|3|3030
90|10|2853
15|8|3140
49|10|2584
46|6|2423
35|9|4353
56|8|3986
65|3|1460
72|7|2928
83|7|3288
34|9|685
85|1|3889
7|4|4297
96|8|1098
96|8|3500
98|1|3130
73|2|2104
17|3|1722
97|1|3625
9|1|2848
27|4|4264
20|8|265
39|7|3288
94|2|2193
76|7|2390
100|6|1109
94|6|825
79|4|1098
44|2|3526
64|8|3662
3|8|4054
99|5|403
75|8|4243
94|4|462
92|9|381
72|6|1359
23|7|3639
9|7|1823
53|3|751
66|2|3581
29|2|4186
75|4|1286
57|2|1480
28|10|3047
7|5|2659
46|9|1284
12|1|3179
58|8|2004
67|2|4106
48|8|731
1|9|1596
47|7|1048
75|8|2385
36|9|1375
74|2|1793
24|6|470
56|1|1298
32|5|1932
31|8|1445
88|7|2696
34|5|585
26|5|317
98|10|3940
20|1|1363
81|8|2180
70|10|3864
75|6|3548
32|2|1437
15|4|2582
17|6|757
54|7|4487
92|1|4240
87|10|1726
19|2|2691
55|3|2985
66|1|2268
59|8|3288
98|4|1857
39|1|1311
71|10|3711
37|7|1937
56|5|913
17|7|2661
31|8|3762
19|4|4171
69|6|4096
53|5|3950
17|4|584
15|3|1609
50|2|2677
18|3|1565
16|10|559
72|7|1178
28|3|4410
91|8|1598
15|5|1222
26|9|1722
6|5|3525
89|2|3749
52|4|620
71|3|673
13|7|2489
69|7|3048
9|7|2812
84|9|4008
53|10|331
59|1|3339
5|8|3993
77|1|4149
91|4|1796
10|6|3592
33|3|437
98|2|1829
73|2|4311
58|9|4268
58|5|926
41|10|347
96|7|1820
48|2|1471
76|10|4213
41|3|742
15|1|396
61|8|2789
67|5|1030
60|7|771
61|10|2708
25|7|1320
86|8|807
14|10|2045
94|4|2442
42|4|3433
91|4|702
57|4|2143
73|10|3279
71|9|2320
76|5|1419
89|1|2616
80|10|3859
17|2|3081
8|10|2046
39|7|3732
79|5|3769
2|8|3670
81|6|3889
26|1|3161
17|3|3428
4|4|2047
68|1|1149
55|2|3110
70|8|1429
76|3|2685
20|6|3773
63|9|3639
3|1|2616
27|9|4243
34|5|586
31|6|4324
62|9|2012
2|3|2352
54|3|2757
76|5|1843
32|1|904
43|8|2986
4|9|3410
40|8|1238
14|4|3638
7|1|4166
14|6|2412
30|2|4320
14|2|2450
87|5|1683
7|7|4280
6|10|1815
100|5|1632
49|10|2987
88|9|2570
99|2|600
4|1|3563
3|3|3888
26|9|1818
54|2|655
12|9|3385
24|10|2413
18|4|3300
35|2|2506
44|10|1750
29|4|439
95|10|3054
3|4|773
56|8|2798
20|1|2448
5|10|3714
82|7|931
26|9|647
79|7|2473
65|3|1029
97|3|776
67|1|2542
13|9|4489
83|8|355
59|4|2168
29|5|1356
3|9|3274
48|8|3140
84|7|4128
73|7|3250
69|3|3974
21|9|2741
41|3|2840
51|1|3977
22|10|1098
37|1|550
70|1|2603
16|2|3027
99|9|2775
32|8|1734
8|8|925
60|10|3234
65|10|4353
31|8|2500
35|8|4382
48|7|2707
50|9|2679
41|10|4117
52|10|1636
23|3|1885
51|6|3497
63|4|1499
73|5|1796
60|1|1513
76|2|1123
48|3|1584
89|9|2071
41|1|3914
1|1|3022
35|2|511
57|5|4217
92|1|4220
97|6|476
13|10|4015
25|3|1162
93|1|3772
23|8|837
24|6|1455
70|2|1498
36|1|4103
81|3|950
90|1|1549
66|3|701
61|2|2045
73|4|3382
91|4|2856
14|7|1429
65|5|2556
24|9|3142
60|6|844
45|3|2279
64|1|2022
11|9|264
92|9|640
22|2|4274
90|10|3679
81|9|575
83|4|1963
94|6|2714
96|6|2457
97|7|2758
57|9|3667
50|5|2882
91|1|4315
18|3|3471
75|7|898
100|1|2817
100|7|2428
97|10|2620
14|6|3478
5|7|1089
82|8|3526
76|9|4154
6|1|1100
6|2|842
50|8|3587
32|1|3771
16|9|433
79|10|939
52|1|620
63|1|3143
79|10|3864
39|9|4072
48|1|4170
99|8|1901
26|9|1655
60|9|3185
35|6|443
98|2|3923
8|3|1657
28|8|2218
90|7|1077
27|8|2729
3|6|3148
50|7|3569
90|10|939
77|6|1538
5|7|4441
73|9|1390
14|9|3324
4|1|3511
56|1|3731
51|1|3610
24|5|1600
78|3|2794
87|9|4321
93|5|4066
89|6|2460
25|2|1896
9|9|1798
24|7|4121
